,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,Titu_4,Titu_10,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI
523,4.52,4.52,4.65,32,32,41,0.99,0,0,0,0.94,0.94,0.93,2653,2653,3426,82.91,82.91,83.56,0.0,0.0,0.0,4.25,4.4,4.5,3.5,4.0,5.0,5.5,4.0,5.0,5.0,4.5,3.0,3.5,3.0,5.0,3.0,3.5,4,10,0.0,0.0,0.0,0.0,0.0,2.0,0.819,1555.0,21.0,23.0,59.09,23.0,0.0,0.0,4.0
524,4.5,0.0,4.69,24,0,32,0.68,0,0,0,0.88,0.0,0.88,1919,0,2561,79.96,0.0,80.03,0.0,0.0,0.0,3.5,4.333333333333333,0.0,0.0,0.0,3.5,4.5,4.5,5.0,0.0,4.0,4.5,5.0,5.0,4.0,3.0,5.0,1,6,0.0,0.0,0.0,0.0,0.0,11.0,0.7249,1399.0,53.0,35.0,54.92,38.0,0.0,0.0,4.5
525,4.5,0.0,4.5,1,0,1,0.0,0,0,0,0.0,0.0,0.0,55,0,55,55.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,19.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0
526,4.43,6.0,4.77,20,1,28,0.86,0,0,0,0.75,1.0,0.82,1360,90,2080,68.0,90.0,74.29,0.0,0.0,0.0,4.75,4.375,6.0,0.0,0.0,3.5,4.0,4.5,5.0,4.5,3.5,4.0,4.5,0.0,0.0,2.0,5.0,2,8,0.0,0.0,0.0,0.0,1.0,1.0,0.6914,783.0,19.0,9.0,56.8,17.0,0.0,0.0,0.0
527,4.41,0.0,4.5,23,0,30,0.85,0,0,0,0.91,0.0,0.93,1772,0,2401,77.04,0.0,80.03,0.0,0.0,0.0,5.0,4.4,0.0,5.0,0.0,5.0,3.0,4.5,0.0,0.0,4.5,0.0,0.0,4.0,3.0,0.0,4.5,2,5,0.0,0.0,0.0,0.0,2.0,8.0,0.8014,1223.0,28.0,31.0,52.28,27.0,0.0,0.0,0.0
528,4.41,4.41,4.41,32,32,32,0.95,0,0,0,0.97,0.97,0.97,2763,2763,2763,86.34,86.34,86.34,0.0,0.0,0.0,5.25,4.55,5.0,4.0,6.0,6.0,5.5,4.0,3.0,4.0,3.5,4.5,5.5,4.0,3.0,3.5,4.0,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.8537,1601.0,53.0,30.0,57.63,36.0,0.0,0.0,4.5
529,4.39,0.0,4.39,9,0,9,0.33,0,0,0,0.0,0.0,0.0,105,0,105,11.67,0.0,11.67,0.0,0.0,0.0,0.0,4.375,0.0,0.0,0.0,0.0,4.0,4.5,0.0,0.0,4.5,4.5,4.0,4.0,4.5,0.0,4.5,0,4,0.0,0.0,0.0,0.0,0.0,2.0,0.8056,62.0,0.0,3.0,39.13,4.0,0.0,0.0,0.0
530,4.33,0.0,4.3,3,0,5,0.58,0,0,0,0.33,0.0,0.4,144,0,242,48.0,0.0,48.4,0.0,0.0,0.0,4.0,4.5,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.9357,82.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0
531,4.31,5.25,4.31,8,2,8,1.19,0,0,0,0.75,0.0,0.75,560,46,560,70.0,23.0,70.0,0.0,0.0,0.0,4.833333333333333,4.3125,5.0,5.5,0.0,4.0,4.5,2.5,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0.0,0.0,0.0,0.0,0.0,2.0,0.7733,420.0,13.0,13.0,57.14,9.0,0.0,0.0,0.0
532,4.25,0.0,4.25,2,0,2,0.35,0,0,0,0.0,0.0,0.0,40,0,40,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4828,35.0,2.0,0.0,12.5,1.0,0.0,0.0,0.0
533,4.25,0.0,4.25,2,0,2,1.06,0,0,0,0.5,0.0,0.5,72,0,72,36.0,0.0,36.0,0.0,0.0,0.0,3.5,4.25,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,36.0,0.0,2.0,66.67,1.0,0.0,0.0,0.0
534,4.22,4.0,4.55,25,3,33,1.15,0,0,0,0.96,1.0,0.97,2130,270,2764,85.2,90.0,83.76,0.0,0.0,0.0,4.0,4.0625,5.5,3.0,3.5,0.0,4.0,4.5,0.0,6.0,3.0,3.0,3.5,5.0,3.5,2.0,4.0,3,8,0.0,0.0,0.0,0.0,0.0,1.0,0.8056,1245.0,45.0,20.0,57.5,36.0,0.0,0.0,3.0
535,4.19,4.5,4.54,8,1,14,0.53,0,0,0,0.75,1.0,0.86,486,69,931,60.75,69.0,66.5,0.0,0.0,0.0,4.5,4.2,4.5,0.0,0.0,0.0,4.0,0.0,4.5,3.5,4.5,0.0,0.0,0.0,5.0,0.0,0.0,1,5,0.0,0.0,0.0,0.0,0.0,1.0,0.9182,413.0,9.0,5.0,60.0,5.0,0.0,0.0,0.0
536,4.0,0.0,4.0,2,0,2,1.41,0,0,0,0.0,0.0,0.0,67,0,67,33.5,0.0,33.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4849,45.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0
537,3.25,0.0,3.25,2,0,2,2.47,0,0,0,0.5,0.0,0.5,97,0,97,48.5,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472,60.0,3.0,0.0,45.45,2.0,0.0,0.0,0.0
538,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,0.0,0.0,5.0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,0.0,0.0,4.75,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,96,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
549,0.0,0.0,5.0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,5.93,5.67,5.89,29,3,37,0.82,7,0,7,0.86,0.67,0.81,2237,201,2736,77.14,67.0,73.95,320.0,391.0,7.0,5.666666666666667,5.944444444444445,5.5,6.5,5.0,0.0,5.0,5.5,7.0,6.0,7.0,6.0,4.5,6.0,6.0,5.0,5.0,3,9,0.0,0.0,4.0,3.0,7.0,7.0,0.8882,1708.0,15.0,20.0,66.67,11.0,0.0,0.0,6.0
579,5.83,5.9,5.79,26,10,33,0.99,5,2,5,0.88,0.9,0.91,2073,855,2676,79.73,85.5,81.09,415.0,535.0,6.0,6.125,5.9,7.0,7.0,4.0,6.5,4.5,7.0,6.0,4.5,5.5,7.0,0.0,6.0,7.0,5.0,5.0,4,10,0.0,0.0,0.0,0.0,1.0,2.0,0.8687,1689.0,32.0,24.0,63.59,28.0,0.0,0.0,5.0
580,5.68,5.68,5.5,30,30,39,0.94,5,5,5,1.0,1.0,1.0,2665,2665,3475,88.83,88.83,89.1,533.0,695.0,5.5,5.75,5.7,6.0,5.0,7.0,5.0,4.5,5.0,5.5,5.5,8.0,5.5,6.5,5.0,5.5,6.0,6.0,4,10,0.0,0.0,2.0,2.0,12.0,21.0,0.7654,1729.0,22.0,27.0,59.06,22.0,0.0,0.0,5.0
581,5.6,0.0,5.6,20,0,20,1.01,4,0,4,0.65,0.0,0.65,1097,0,1097,54.85,0.0,54.85,274.0,274.0,6.5,5.333333333333333,5.6875,0.0,5.0,5.0,6.0,6.5,5.0,5.5,4.5,8.0,0.0,0.0,0.0,5.5,0.0,5.0,3,8,0.0,0.0,0.0,1.0,1.0,3.0,0.9202,900.0,10.0,14.0,49.38,17.0,0.0,0.0,5.0
582,5.17,3.5,5.06,27,1,36,1.2,4,0,4,1.0,1.0,1.0,2272,90,3082,84.15,90.0,85.61,568.0,771.0,6.0,4.166666666666667,4.833333333333333,3.5,0.0,3.0,6.0,5.0,3.0,6.0,5.0,6.0,6.0,6.0,5.5,4.5,7.0,4.5,3,9,0.0,2.0,2.0,0.0,0.0,12.0,0.7753,1512.0,14.0,15.0,64.14,22.0,0.0,0.0,5.0
583,5.5,5.68,5.48,18,14,20,0.8,3,2,3,0.89,1.0,0.9,1420,1249,1600,78.89,89.21,80.0,473.0,533.0,5.0,5.375,5.5,4.0,5.5,6.0,6.0,6.0,6.0,5.5,5.0,5.0,6.0,5.5,6.0,7.5,5.5,0.0,4,10,0.0,0.0,0.0,0.0,1.0,1.0,0.8638,1137.0,15.0,10.0,50.0,19.0,0.0,0.0,0.0
584,5.38,5.38,5.48,16,4,24,0.89,3,1,5,0.5,0.75,0.67,751,261,1433,46.94,65.25,59.71,250.0,287.0,6.0,5.375,5.25,4.5,5.5,4.0,7.5,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4,6,0.0,0.0,0.0,0.0,0.0,5.0,0.8939,711.0,5.0,18.0,58.11,14.0,0.0,0.0,0.0
585,5.33,5.3,5.32,26,5,33,0.82,3,1,4,0.92,0.8,0.85,1934,322,2292,74.38,64.4,69.45,645.0,573.0,6.0,5.25,5.1875,5.0,7.0,4.5,4.5,5.5,0.0,4.5,5.0,5.5,0.0,0.0,5.5,5.0,5.0,5.5,4,8,0.0,0.0,0.0,0.0,1.0,7.0,0.8763,1657.0,11.0,19.0,52.94,26.0,0.0,0.0,4.75
586,5.33,0.0,5.28,26,0,32,1.14,3,0,3,0.96,0.0,0.88,2233,0,2536,85.88,0.0,79.25,744.0,845.0,4.5,5.666666666666667,4.9375,0.0,6.0,5.0,6.0,4.0,6.0,2.0,4.5,0.0,6.0,4.0,5.5,6.0,5.0,6.0,3,8,0.0,0.0,3.0,0.0,0.0,4.0,0.9055,1623.0,23.0,28.0,67.67,16.0,0.0,0.0,6.5
587,5.29,5.25,5.23,24,4,30,0.85,3,1,3,0.75,1.0,0.77,1624,360,2070,67.67,90.0,69.0,541.0,690.0,6.5,5.25,5.555555555555555,5.5,4.5,6.5,4.5,0.0,7.0,6.0,6.0,4.0,6.0,0.0,6.0,5.0,4.5,7.0,4,9,2.0,0.0,0.0,0.0,3.0,6.0,0.8056,1036.0,17.0,26.0,45.36,32.0,0.0,0.0,0.0
588,5.22,5.19,5.15,29,24,37,1.0,3,3,4,0.79,0.79,0.81,2126,1748,2577,73.31,72.83,69.65,709.0,644.0,6.0,5.5,5.35,5.0,6.5,5.5,5.0,7.0,5.0,5.0,3.5,4.5,6.5,5.5,4.5,4.0,4.0,5.0,4,10,2.0,0.0,1.0,3.0,1.0,0.0,0.8302,1547.0,32.0,25.0,47.24,41.0,0.0,0.0,5.0
