,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value
636,1300,Cömert Eray,DC,8.0,12.0,5.08,0.0,5.0,20,0,23,0.75,0.0,0.74,1,0,1,0.85,0.0,0.83,1527,0,1689,76.35,0.0,73.43,1527.0,1689.0,6.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8629,1078.0,24.0,18.0,57.24,20.0,0.0,0.0,0.0,4.25,4.583333333333333,0.0,3.5,0.0,5.0,5.5,0.0,4.0,4.5,5.0,0.0,5.0,5.0,4.5,6.0,6.0,5.0,0.0,4.5,6.0,5.0,6.0,6.0,0.0,6.0,4.5,0.0,4.5,0.0,5.0,0.0,0.0,0.0,4.0,0.0,4.5,0.0,0.0,0.0,2,6,8.0,0.0,1689.0,Dybala Paulo,A,33.0,61.0,6.18,5.25,5.84,20.0,4.0,29.0,1.37,1.26,1.36,9.0,1.0,12.0,0.9,0.75,0.9,1444.0,253.0,2067.0,72.2,63.25,71.28,160.0,172.0,6.0,3.67,8.0,2.0,0.0,3.0,6.0,11.0,16.0,0.8308,933.0,7.0,3.0,47.83,10.0,0.0,0.0,0.0,5.25,6.166666666666667,5.0,7.0,5.0,4.0,0.0,7.0,7.5,4.0,8.0,8.0,4.5,6.0,6.5,0.0,0.0,0.0,0.0,0.0,7.0,6.5,0.0,7.0,4.0,8.0,6.0,7.0,5.5,4.0,4.5,7.0,4.0,6.0,4.0,5.0,5.5,6.0,0.0,0.0,4.0,9.0,30.224615922472424,-2.775384077527576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1301,de la Hoz César,MD,9.0,0.0,5.06,5.0,5.06,16,2,16,0.77,0.0,0.77,1,0,1,0.81,0.5,0.81,1195,83,1195,74.69,41.5,74.69,1195.0,1195.0,7.0,9.0,2.5,0.0,0.0,1.0,0.0,3.0,0.0,0.7733,549.0,9.0,16.0,51.79,19.0,0.0,0.0,0.0,4.833333333333333,4.916666666666667,5.0,5.0,0.0,4.5,6.0,3.5,0.0,0.0,5.5,0.0,0.0,4.5,5.5,5.0,0.0,7.0,4.5,5.5,5.0,5.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,9.0,0.0,1690.0,Zaccagni Mattia,MO,28.0,39.0,5.88,5.75,5.69,24.0,4.0,34.0,1.12,0.96,1.03,9.0,1.0,9.0,0.96,0.75,0.97,1901.0,286.0,2712.0,79.21,71.5,79.76,211.0,301.0,6.0,3.11,11.5,1.0,0.0,1.0,4.0,6.0,18.0,0.833,1035.0,16.0,19.0,58.43,38.0,0.0,0.0,0.0,5.75,5.833333333333333,7.0,6.0,5.0,5.0,0.0,4.5,5.0,5.0,8.0,7.0,6.5,4.5,0.0,0.0,5.0,6.0,7.0,5.0,8.0,7.5,6.0,6.5,6.5,5.5,5.0,5.0,4.5,5.0,6.0,6.0,6.0,4.0,5.0,5.5,5.0,0.0,0.0,5.0,4.0,9.0,24.003876317328455,-3.996123682671545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1302,Rakitic Ivan,MD,14.0,19.0,5.05,4.5,5.23,22,5,33,1.02,1.27,1.02,1,0,2,0.68,0.8,0.7,1262,318,1925,57.36,63.6,58.33,1262.0,963.0,7.0,14.0,5.0,1.0,0.0,0.0,2.0,2.0,6.0,0.8294,1078.0,16.0,15.0,55.75,13.0,0.0,0.0,0.0,4.625,4.944444444444445,5.5,5.5,5.0,2.5,4.0,0.0,5.0,3.5,6.0,7.5,6.0,6.0,0.0,4.0,5.5,4.5,5.0,5.0,5.0,0.0,6.0,0.0,5.0,4.5,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.5,7.0,7.0,7.0,5.0,5.5,4.5,4,9,14.0,0.0,1691.0,Immobile Ciro,A,35.0,66.0,5.28,0.0,5.43,20.0,0.0,29.0,1.43,0.0,1.44,9.0,0.0,16.0,0.9,0.0,0.93,1456.0,0.0,2266.0,72.8,0.0,78.14,162.0,142.0,6.0,3.89,8.5,2.0,0.0,0.0,3.0,1.0,14.0,0.7803,652.0,1.0,5.0,38.71,16.0,0.0,0.0,4.5,4.25,4.714285714285714,0.0,0.0,4.5,4.0,7.5,4.0,4.5,4.0,0.0,4.5,4.5,6.0,0.0,4.5,0.0,0.0,0.0,4.5,8.0,4.0,8.0,6.0,3.5,6.0,6.0,4.5,7.0,0.0,0.0,5.5,6.0,6.0,6.0,9.0,4.5,4.0,0.0,6.5,2.0,7.0,24.800224767271615,-10.199775232728385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1303,Samú Costa,MD,10.0,12.0,5.05,5.5,5.05,21,1,21,0.88,0.0,0.88,1,0,1,0.67,1.0,0.67,1329,89,1329,63.29,89.0,63.29,1329.0,1329.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,1014.0,30.0,23.0,55.61,36.0,0.0,0.0,5.0,5.25,5.125,5.5,0.0,0.0,5.0,5.0,4.5,7.0,4.0,5.0,5.0,7.0,0.0,4.5,5.0,3.5,0.0,0.0,5.0,0.0,5.0,4.0,5.5,6.0,4.0,5.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,10.58,0.5800000000000001,1692.0,Beto,A,24.0,35.0,5.0,5.0,5.0,27.0,27.0,32.0,1.15,1.15,1.33,9.0,9.0,12.0,0.7,0.7,0.75,1714.0,1714.0,2119.0,63.48,63.48,66.22,190.0,177.0,6.0,2.67,5.0,0.0,0.0,0.0,1.0,3.0,20.0,0.6444,615.0,3.0,9.0,41.3,30.0,0.0,0.0,6.5,5.625,5.0,7.0,5.0,4.0,6.5,4.0,4.0,4.0,5.0,4.0,6.5,4.0,4.0,4.5,4.5,6.0,4.0,5.0,4.0,4.0,6.5,5.0,7.5,4.5,6.5,6.5,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,3.5,4.0,4.5,4.0,10.0,22.08620099473704,-1.913799005262959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1306,Oliván Brian,DL,10.0,15.0,5.02,0.0,4.97,23,0,33,0.76,0.0,0.82,1,0,1,1.0,0.0,0.97,1921,0,2714,83.52,0.0,82.24,1921.0,2714.0,4.5,10.0,4.0,0.0,0.0,0.0,5.0,5.0,17.0,0.6549,1117.0,18.0,23.0,47.26,27.0,0.0,0.0,6.0,5.0,4.928571428571429,0.0,0.0,0.0,5.0,5.0,5.5,4.5,4.5,3.5,6.5,0.0,6.0,4.5,5.5,5.5,5.0,4.5,5.0,6.5,5.5,4.5,4.5,4.5,6.0,4.0,4.5,5.0,6.0,5.0,6.0,5.0,4.5,5.0,3.5,6.0,3.5,0.0,4.0,1,7,10.0,0.0,1693.0,Rafael Leão,A,29.0,63.0,5.68,5.5,5.89,25.0,2.0,36.0,1.35,0.71,1.29,8.0,0.0,11.0,0.84,1.0,0.89,1846.0,152.0,2795.0,73.84,76.0,77.64,231.0,254.0,6.0,3.63,5.5,0.0,0.0,2.0,6.0,12.0,26.0,0.7336,931.0,11.0,3.0,44.93,14.0,0.0,0.0,5.0,6.333333333333333,5.277777777777778,6.0,5.0,0.0,8.0,6.0,4.5,4.5,4.0,3.5,6.0,5.5,7.5,6.5,4.0,5.0,4.5,6.0,5.0,6.0,8.0,0.0,5.0,8.0,5.5,8.0,5.0,5.0,8.0,7.0,7.0,6.0,8.0,6.5,6.0,6.0,5.0,5.5,5.0,3.0,9.0,29.561864854861497,0.5618648548614971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,1307,Ciss Pathé,MD,9.0,0.0,5.02,0.0,5.04,24,0,35,0.8,0.0,0.71,1,0,2,0.42,0.0,0.37,1037,0,1429,43.21,0.0,40.83,1037.0,715.0,5.5,9.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.846,747.0,18.0,25.0,46.58,29.0,0.0,0.0,5.5,4.333333333333333,4.777777777777778,0.0,4.5,3.5,5.0,4.5,5.0,5.0,4.5,5.5,5.5,5.0,0.0,5.5,5.0,5.0,5.5,4.5,5.5,0.0,4.5,5.0,4.5,5.0,4.0,4.5,7.5,6.5,5.5,5.5,0.0,5.5,4.5,5.0,0.0,4.0,5.0,5.5,5.0,3,9,9.0,0.0,1694.0,Vlahovic Dusan,A,28.0,61.0,5.33,5.06,5.21,18.0,8.0,29.0,1.42,1.15,1.32,8.0,2.0,12.0,0.94,0.88,0.86,1467.0,614.0,2200.0,81.5,76.75,75.86,183.0,183.0,6.0,3.5,9.5,2.0,2.0,2.0,2.0,1.0,14.0,0.7178,531.0,3.0,4.0,38.96,16.0,0.0,0.0,0.0,4.875,5.0625,4.5,6.0,4.5,4.5,5.0,4.5,7.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5,2.5,7.0,4.5,5.0,0.0,6.0,6.5,4.0,7.5,4.0,6.0,4.0,4.0,4.0,6.0,6.5,5.0,7.0,4.5,4.0,4.0,8.0,21.68154725085226,-6.318452749147738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1308,Guillamón Hugo,MD,11.0,16.0,5.0,5.0,5.05,23,6,30,1.03,0.71,0.99,1,0,1,0.83,0.83,0.83,1586,443,2120,68.96,73.83,70.67,1586.0,2120.0,7.0,11.0,4.0,1.0,0.0,0.0,4.0,3.0,3.0,0.8378,1180.0,18.0,14.0,47.77,33.0,0.0,0.0,0.0,4.75,4.928571428571429,5.0,4.0,5.5,4.5,6.0,5.0,0.0,4.5,0.0,0.0,4.5,4.5,4.5,7.0,5.0,3.5,4.5,5.0,0.0,4.5,4.0,6.5,4.5,8.0,4.5,4.5,5.5,0.0,0.0,0.0,3.5,5.5,0.0,5.0,5.5,6.0,6.0,5.0,4,7,11.0,0.0,1695.0,Arnautovic Marko,A,24.0,42.0,5.16,5.0,5.32,16.0,1.0,25.0,1.34,0.0,1.41,8.0,0.0,13.0,0.88,0.0,0.92,1237.0,16.0,2020.0,77.31,16.0,80.8,155.0,155.0,5.5,3.0,5.0,3.0,0.0,1.0,0.0,4.0,5.0,0.7511,533.0,2.0,5.0,41.67,20.0,0.0,0.0,0.0,5.0,4.5,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,6.5,4.5,5.0,0.0,6.0,0.0,4.0,3.5,4.0,7.0,8.0,5.5,3.5,6.0,6.0,0.0,5.0,6.5,4.5,0.0,6.5,8.5,4.5,4.0,4.0,0.0,1.0,2.0,20.67753775174998,-3.3224622482500195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1309,Berchiche Yuri,DL,11.0,11.0,4.97,5.33,5.14,18,6,29,0.72,0.41,0.83,1,1,2,0.89,0.83,0.9,1415,469,2290,78.61,78.17,78.97,1415.0,1145.0,5.5,11.0,4.5,0.0,0.0,1.0,1.0,1.0,10.0,0.847,1129.0,25.0,18.0,58.78,20.0,0.0,0.0,0.0,5.375,5.055555555555555,5.0,6.0,5.0,5.5,5.5,5.0,0.0,4.0,5.0,4.5,4.5,5.0,5.5,0.0,4.5,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,5.0,5.5,5.0,6.0,6.0,5.5,3.5,0.0,7.0,6.5,4.5,4,9,11.0,0.0,1696.0,Giroud Olivier,A,21.0,34.0,5.06,0.0,5.17,24.0,0.0,35.0,0.97,0.0,1.03,8.0,0.0,12.0,0.79,0.0,0.86,1583.0,0.0,2368.0,65.96,0.0,67.66,198.0,197.0,3.5,2.63,7.5,1.0,0.0,0.0,4.0,8.0,4.0,0.6333,639.0,2.0,5.0,51.72,30.0,0.0,0.0,6.5,5.166666666666667,4.888888888888889,0.0,6.0,4.5,5.0,4.5,6.0,4.0,5.0,4.0,5.0,5.0,4.5,5.0,0.0,3.5,4.0,0.0,4.5,6.0,5.0,7.0,6.0,7.0,4.0,6.5,5.0,4.5,8.0,4.0,4.5,5.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,3.0,9.0,24.22641587251379,3.2264158725137904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1311,Puigmal Arnau,MD,10.0,0.0,4.97,5.33,4.97,15,3,15,0.58,1.04,0.58,1,1,1,0.2,0.67,0.2,447,132,447,29.8,44.0,29.8,447.0,447.0,6.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.7715,269.0,8.0,6.0,44.0,7.0,0.0,0.0,0.0,5.333333333333333,5.166666666666667,6.5,5.0,4.5,0.0,0.0,5.5,0.0,4.5,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.5,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,10.0,0.0,1698.0,Laurienté Armand,MO,20.0,21.0,5.9,7.67,5.73,20.0,3.0,35.0,1.41,1.44,1.37,7.0,3.0,10.0,1.0,1.0,0.91,1652.0,241.0,2741.0,82.6,80.33,78.31,236.0,274.0,6.0,2.86,6.5,1.0,1.0,1.0,6.0,6.0,19.0,0.8048,938.0,10.0,9.0,45.6,14.0,0.0,0.0,5.5,7.666666666666667,6.388888888888889,6.0,8.5,8.5,0.0,5.0,4.5,7.0,7.5,5.5,5.0,4.0,5.0,4.0,6.0,0.0,4.0,6.5,0.0,6.0,8.0,5.5,6.0,5.5,0.0,0.0,0.0,0.0,6.0,5.0,3.5,5.0,4.5,6.0,6.0,7.0,4.5,4.5,5.5,3.0,9.0,28.92436543613784,8.92436543613784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,1312,Gabriel Paulista,DC,5.0,9.0,4.96,0.0,5.25,14,0,20,0.82,0.0,0.84,1,0,1,0.79,0.0,0.85,875,0,1364,62.5,0.0,68.2,875.0,1364.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8271,651.0,14.0,5.0,64.79,9.0,0.0,0.0,4.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0,5.5,4.5,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,5.0,4.5,5.0,6.0,5.0,7.0,5.0,4.0,0.0,0.0,5.0,0.0,6.5,0.0,0.0,5.5,5.5,0.0,0.0,6.0,6.0,0.0,6.0,0,3,5.0,0.0,1699.0,Gabriel Strefezza Gabriel,MO,18.0,28.0,5.4,5.45,5.4,25.0,21.0,25.0,0.94,0.95,0.94,7.0,6.0,7.0,0.88,0.9,0.88,1774.0,1498.0,1774.0,70.96,71.33,70.96,253.0,253.0,6.0,2.57,3.5,1.0,0.0,2.0,1.0,3.0,9.0,0.6686,1047.0,12.0,19.0,45.77,36.0,0.0,0.0,6.5,4.625,5.2,5.0,5.0,4.5,4.0,6.0,4.0,7.0,6.0,5.0,5.5,5.0,6.5,5.5,5.5,4.5,5.5,4.5,5.0,7.0,7.0,6.5,0.0,0.0,4.5,6.5,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,19.59321879529152,1.59321879529152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1313,Suárez Damián,DL,9.0,10.0,4.94,4.63,4.91,18,4,29,0.64,0.48,0.61,1,0,1,0.89,1.0,0.86,1184,279,1918,65.78,69.75,66.14,1184.0,1918.0,6.0,9.0,4.5,0.0,0.0,0.0,0.0,2.0,2.0,0.6209,806.0,10.0,20.0,50.47,24.0,0.0,0.0,5.0,4.625,4.8125,5.0,5.0,4.0,4.5,0.0,5.0,0.0,5.0,5.0,5.0,5.0,4.5,6.0,0.0,0.0,5.0,0.0,4.5,5.0,3.5,6.0,6.0,5.0,0.0,0.0,0.0,0.0,4.5,6.0,5.0,4.5,4.5,6.0,4.5,4.5,4.5,5.0,4.5,4,8,9.0,0.0,1700.0,Orsolini Riccardo,A,18.0,28.0,5.33,4.5,5.2,23.0,1.0,33.0,1.23,0.0,1.12,7.0,0.0,9.0,0.7,0.0,0.7,1530.0,25.0,2185.0,66.52,25.0,66.21,219.0,243.0,5.0,2.57,6.0,1.0,0.0,1.0,3.0,2.0,13.0,0.6558,971.0,7.0,12.0,40.89,24.0,0.0,0.0,5.0,5.5,6.0,4.5,0.0,5.0,7.0,7.0,5.5,7.5,8.0,5.5,4.0,6.5,4.5,4.0,4.0,6.0,6.5,5.0,0.0,5.5,4.0,4.5,4.5,5.0,4.5,0.0,4.0,0.0,0.0,5.0,6.0,4.0,6.0,5.0,0.0,3.5,5.0,5.0,5.0,3.0,9.0,23.07125982061539,5.0712598206153885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,1314,Monchu,MD,9.0,17.0,4.91,3.5,4.91,23,2,23,0.83,0.71,0.83,1,0,1,0.7,1.0,0.7,1383,180,1383,60.13,90.0,60.13,1383.0,1383.0,6.0,9.0,3.5,0.0,0.0,1.0,1.0,4.0,11.0,0.8132,950.0,16.0,25.0,46.58,33.0,0.0,0.0,5.0,4.0,4.625,3.0,4.0,0.0,5.0,5.0,4.5,5.0,6.0,4.5,0.0,4.5,5.0,5.5,4.5,5.0,4.0,6.5,0.0,5.0,5.0,0.0,6.0,6.0,6.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,9.68,0.6799999999999997,1701.0,Dzeko Edin,A,24.0,45.0,5.31,5.31,5.22,27.0,27.0,38.0,1.33,1.33,1.33,7.0,7.0,10.0,0.63,0.63,0.68,1568.0,1568.0,2300.0,58.07,58.07,60.53,224.0,230.0,6.5,3.43,7.0,0.0,0.0,0.0,3.0,4.0,14.0,0.699,699.0,3.0,2.0,44.67,23.0,0.0,0.0,4.75,4.75,4.9,4.0,4.5,5.5,5.0,5.0,4.5,5.0,7.5,4.0,4.0,4.0,6.5,7.5,8.0,4.0,4.5,5.5,5.0,8.0,4.0,5.0,4.5,7.0,6.5,4.5,6.0,4.0,0.0,4.5,4.5,4.5,4.0,4.0,6.5,4.5,4.0,5.5,8.5,4.0,10.0,21.152609316815685,-2.847390683184315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1315,Fernández Joaquín,DC,7.0,13.0,4.9,4.25,4.9,20,4,20,1.24,1.66,1.24,1,0,1,0.85,0.75,0.85,1602,287,1602,80.1,71.75,80.1,1602.0,1602.0,7.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,1.0,0.8172,929.0,19.0,24.0,64.22,11.0,0.0,0.0,5.0,4.25,4.6,2.0,4.0,5.5,5.5,0.0,0.0,0.0,0.0,6.0,0.0,5.5,5.0,4.5,0.0,6.0,0.0,6.0,7.0,4.0,5.5,4.0,5.5,4.5,6.5,3.5,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,7.0,0.0,1702.0,Højlund Rasmus,A,18.0,28.0,5.09,5.16,5.09,23.0,16.0,23.0,1.18,1.27,1.18,7.0,6.0,7.0,0.61,0.75,0.61,1278.0,1012.0,1278.0,55.57,63.25,55.57,183.0,183.0,5.5,2.57,4.5,0.0,0.0,0.0,1.0,0.0,15.0,0.7229,569.0,0.0,3.0,34.86,12.0,0.0,0.0,4.5,4.25,5.2,6.0,4.0,3.5,3.5,6.0,7.0,4.5,5.5,4.5,7.5,6.5,5.5,4.5,4.5,3.5,6.0,0.0,4.5,4.5,4.0,5.5,4.5,7.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,17.787677760537484,-0.21232223946251594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1316,Gutiérrez Miguel,DL,11.0,11.0,4.88,5.1,4.88,25,5,25,0.7,0.82,0.7,1,1,1,0.8,0.4,0.8,1755,222,1755,70.2,44.4,70.2,1755.0,1755.0,6.5,11.0,3.5,0.0,0.0,1.0,2.0,5.0,11.0,0.8273,1239.0,14.0,17.0,46.53,17.0,0.0,0.0,5.0,5.25,5.0,5.0,4.5,5.0,6.5,4.5,0.0,4.0,6.0,5.0,4.5,5.0,4.0,4.5,0.0,5.0,5.0,5.0,4.0,5.0,4.0,3.5,6.0,5.0,5.5,5.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,11.07,0.07000000000000028,1703.0,Sanabria Antonio,A,16.0,19.0,4.98,4.96,5.04,22.0,13.0,26.0,1.17,1.25,1.18,7.0,5.0,8.0,0.77,0.77,0.73,1541.0,940.0,1729.0,70.05,72.31,66.5,220.0,216.0,5.5,2.29,5.5,1.0,0.0,1.0,2.0,5.0,7.0,0.7612,634.0,3.0,4.0,38.76,25.0,0.0,0.0,4.5,5.5,5.0,3.0,6.5,6.5,6.0,5.5,4.5,4.0,6.0,4.0,4.0,6.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,4.5,6.0,4.5,4.0,5.0,4.0,5.0,4.5,7.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.5,4.0,4.0,10.0,20.03301918143778,4.03301918143778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1317,Verdú Gonzalo,DC,8.0,0.0,4.88,0.0,5.03,12,0,17,0.86,0.0,0.82,1,0,1,0.67,0.0,0.65,606,0,881,50.5,0.0,51.82,606.0,881.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6839,338.0,10.0,3.0,53.7,9.0,0.0,0.0,5.5,5.5,5.2,0.0,5.0,0.0,6.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,4.5,6.0,3.5,5.5,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,6.0,4.5,0.0,0.0,5.0,2,5,7.78,-0.21999999999999975,1705.0,Elmas Eljif,MO,21.0,30.0,5.54,5.61,5.49,26.0,18.0,37.0,0.77,0.87,0.74,6.0,5.0,7.0,0.27,0.28,0.22,1005.0,768.0,1271.0,38.65,42.67,34.35,168.0,182.0,6.0,3.5,5.0,1.0,0.0,0.0,2.0,2.0,11.0,0.8494,737.0,9.0,9.0,39.8,15.0,0.0,0.0,5.25,5.25,5.65,4.5,6.0,5.0,5.5,6.0,7.0,4.5,5.0,6.0,7.0,6.5,5.5,7.0,5.0,6.0,5.0,5.0,4.5,0.0,5.0,5.0,5.5,5.5,6.5,5.0,5.5,5.0,5.5,5.0,5.0,4.5,0.0,5.0,5.0,7.0,5.0,5.5,5.5,4.0,10.0,17.568087065948262,-3.431912934051738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
