,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value
118,284,Burn Dan,DC,12.0,16.0,5.13,5.13,5.15,27,27,39,0.7,0.7,0.84,0,0,0,0.96,0.96,0.97,2303,2303,3383,85.3,85.3,86.74,0.0,0.0,0.0,1000.0,10.5,0.0,0.0,0.0,0.0,3.0,7.0,0.7589,1532.0,22.0,26.0,56.28,25.0,0.0,0.0,5.5,4.625,4.888888888888889,5.0,4.5,5.0,4.0,0.0,5.0,4.5,5.0,5.0,6.0,5.0,5.0,6.0,5.5,4.5,6.0,5.0,5.0,4.5,5.0,6.5,5.5,0.0,5.0,4.5,5.0,4.0,5.5,7.0,5.0,6.0,3.0,5.5,6.0,5.5,6.0,3.0,6.0,4,9,12.0,0.0,177.0,Armstrong Stuart,MO,9.0,0.0,5.06,5.07,5.0,24.0,7.0,35.0,0.61,0.45,0.77,1.0,0.0,2.0,0.46,0.57,0.51,1071.0,309.0,1756.0,44.63,44.14,50.17,1071.0,878.0,6.5,9.0,0.5,0.0,0.0,0.0,0.0,2.0,12.0,0.7764,713.0,4.0,14.0,42.75,15.0,0.0,0.0,3.5,5.25,5.071428571428571,5.0,5.5,5.5,5.0,4.5,5.5,4.5,0.0,0.0,0.0,5.0,5.0,4.5,4.0,5.5,5.5,6.5,5.0,5.0,3.5,5.5,5.5,0.0,5.5,0.0,5.5,5.0,5.0,4.5,5.5,4.5,4.5,5.0,5.0,5.0,3.0,5.5,3.5,4.0,7.0,10.1157706753459,1.1157706753458996,1072.0,Lienard Yann,G,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8524506309254027,1.8524506309254027
119,285,Felipe,DC,11.0,11.0,5.13,5.14,5.12,8,7,21,0.83,0.9,0.63,0,0,0,0.88,0.86,0.62,713,623,1302,89.13,89.0,62.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7098,525.0,20.0,9.0,68.93,7.0,0.0,0.0,0.0,5.5,5.142857142857143,5.5,5.0,6.0,5.5,3.5,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,5.0,5.0,0.0,0.0,6.0,5.0,5.0,4,7,11.0,0.0,185.0,Kovacic Mateo,MO,12.0,15.0,5.0,5.75,5.11,21.0,4.0,27.0,0.85,1.04,0.95,1.0,1.0,1.0,0.62,1.0,0.59,1337.0,326.0,1645.0,63.67,81.5,60.93,1337.0,1645.0,7.0,12.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.8512,1215.0,14.0,19.0,47.97,13.0,0.0,0.0,5.5,5.75,5.416666666666667,5.5,4.5,7.0,6.0,0.0,4.5,0.0,0.0,0.0,5.0,5.0,4.5,0.0,5.5,4.5,3.0,5.0,5.5,5.5,6.0,4.0,4.0,4.5,5.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.5,8.0,5.5,0.0,4.0,6.0,10.144094456388887,-1.8559055436111134,1074.0,Bonnevie Kayne,G,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8524506309254027,-0.14754936907459726
120,286,Bella-Kotchap Armel,DC,8.0,9.0,5.13,0.0,5.13,19,0,19,0.93,0.0,0.93,0,0,0,1.0,0.0,1.0,1488,0,1488,78.32,0.0,78.32,0.0,0.0,0.0,1000.0,2.5,0.0,0.0,0.0,1.0,2.0,2.0,0.7552,969.0,40.0,14.0,70.77,8.0,0.0,0.0,4.0,6.0,5.8,0.0,5.0,7.0,6.0,5.5,5.5,0.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,4.5,0.0,0.0,0.0,5.5,4.0,4.0,5.5,4.0,5.0,6.0,6.0,6.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,8.0,0.0,189.0,Philippe Coutinho,MO,8.0,11.0,4.95,0.0,4.83,20.0,0.0,32.0,0.63,0.0,1.07,1.0,0.0,2.0,0.35,0.0,0.53,782.0,0.0,1523.0,39.1,0.0,47.59,782.0,762.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.7178,546.0,4.0,14.0,42.74,16.0,0.0,0.0,4.5,0.0,5.3,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.5,5.0,5.0,3.5,5.5,5.0,0.0,0.0,5.0,4.5,0.0,5.0,4.5,5.5,5.5,0.0,4.5,4.5,5.0,5.5,5.0,4.0,6.5,5.0,5.5,5.5,5.0,4.5,4.0,4.5,5.0,0.0,5.0,5.247702238598557,-2.7522977614014428,1080.0,Haug Kjetil,G,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8524506309254027,-4.147549369074597
121,287,Robertson Andrew,DL,14.0,18.0,5.12,5.22,5.28,25,18,34,0.98,1.06,1.07,0,0,2,0.84,0.89,0.88,1871,1438,2655,74.84,79.89,78.09,0.0,1328.0,7.0,1000.0,6.0,0.0,0.0,0.0,6.0,8.0,25.0,0.8261,1727.0,15.0,18.0,47.33,16.0,0.0,0.0,4.0,5.0,5.055555555555555,3.0,0.0,5.0,7.0,5.0,6.5,6.0,4.0,5.0,4.0,4.5,5.0,7.0,6.0,5.0,5.5,4.5,5.0,6.0,0.0,0.0,5.0,0.0,5.5,5.0,6.0,4.0,4.5,4.0,7.0,0.0,4.5,5.5,7.0,0.0,4.0,5.0,6.0,3,9,14.0,0.0,195.0,Matheus Cunha,A,12.0,14.0,4.9,5.75,5.03,10.0,2.0,30.0,0.66,1.06,0.99,1.0,1.0,2.0,0.6,0.5,0.37,519.0,114.0,1299.0,51.9,57.0,43.3,519.0,650.0,6.5,12.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.7814,237.0,4.0,1.0,39.73,11.0,0.0,0.0,0.0,5.166666666666667,4.944444444444445,5.0,6.5,0.0,4.0,5.0,4.5,5.0,5.0,4.5,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,6.5,6.0,4.5,4.0,6.0,4.0,8.0,3.0,9.0,9.538902090966149,-2.4610979090338514,1087.0,Risser Robin,G,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8524506309254027,-4.147549369074597
122,288,Dunk Lewis,DC,9.0,13.0,5.11,5.11,5.13,27,27,38,1.08,1.08,1.0,0,0,0,1.0,1.0,1.0,2429,2429,3419,89.96,89.96,89.97,0.0,0.0,0.0,1000.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8844,2554.0,26.0,11.0,59.21,14.0,0.0,0.0,6.0,5.333333333333333,5.3125,4.0,0.0,5.5,6.5,0.0,5.0,6.0,5.0,4.5,6.0,6.0,3.5,5.5,3.0,5.0,6.0,3.0,6.0,5.5,5.0,3.5,6.0,6.0,5.5,3.0,5.5,6.0,6.0,5.5,5.5,5.5,6.0,6.0,4.5,5.5,5.5,6.0,3.5,3,8,9.0,0.0,196.0,Walcott Theo,A,8.0,8.0,4.86,5.25,4.86,11.0,6.0,11.0,0.9,1.04,0.9,1.0,1.0,1.0,0.45,0.67,0.45,538.0,368.0,538.0,48.91,61.33,48.91,538.0,538.0,7.0,8.0,1.5,0.0,0.0,0.0,1.0,1.0,6.0,0.7282,217.0,6.0,2.0,40.0,6.0,0.0,0.0,0.0,5.5,5.214285714285714,4.0,7.0,5.5,5.5,4.5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,8.418079670498049,0.4180796704980487,1088.0,Delbecque Augustin,G,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8524506309254027,1.8524506309254027
123,289,Soumaré Boubakary,MD,9.0,0.0,5.11,0.0,5.05,18,0,20,0.83,0.0,0.83,0,0,0,0.67,0.0,0.65,928,0,1006,51.56,0.0,50.3,0.0,0.0,0.0,1000.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8894,682.0,18.0,25.0,54.39,19.0,0.0,0.0,5.0,5.0,4.875,0.0,5.0,5.0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,5.0,4.5,3.5,7.0,6.5,0.0,5.5,5.5,5.5,5.0,6.0,4.5,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,2,4,9.0,0.0,199.0,Pulisic Christian,MO,8.0,9.0,4.84,4.67,5.0,19.0,3.0,27.0,0.62,0.29,0.71,1.0,0.0,3.0,0.37,0.33,0.37,695.0,89.0,1047.0,36.58,29.67,38.78,695.0,349.0,6.5,8.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,0.753,412.0,4.0,5.0,42.7,9.0,0.0,0.0,6.0,4.666666666666667,4.666666666666667,5.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,3.5,5.0,4.5,0.0,6.5,5.5,0.0,0.0,5.0,5.0,4.5,4.5,4.5,5.5,0.0,5.0,5.5,4.5,6.5,6.5,5.5,0.0,0.0,3.0,3.0,6.9596770763515305,-1.0403229236484695,1093.0,Didillon Thomas,G,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8524506309254027,-4.147549369074597
124,290,McTominay Scott,MD,9.0,11.0,5.11,5.13,5.02,19,4,26,0.66,0.95,0.93,0,0,0,0.42,0.25,0.58,940,191,1535,49.47,47.75,59.04,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.7651,526.0,10.0,18.0,52.52,24.0,0.0,0.0,6.25,5.166666666666667,5.166666666666667,4.5,0.0,6.5,4.5,0.0,5.0,0.0,0.0,5.5,5.0,0.0,0.0,0.0,4.5,0.0,6.0,4.0,5.0,0.0,4.5,5.5,0.0,4.5,5.5,5.5,6.0,5.5,5.0,4.5,5.0,5.0,2.5,7.5,4.0,0.0,0.0,4.5,0.0,3,6,9.01,0.009999999999999787,200.0,Oxlade-Chamberlain Alex,MO,8.0,10.0,4.83,4.5,4.83,9.0,1.0,9.0,0.66,0.0,0.66,1.0,0.0,1.0,0.44,0.0,0.44,336.0,20.0,336.0,37.33,20.0,37.33,336.0,336.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5675,166.0,1.0,4.0,34.15,3.0,0.0,0.0,0.0,4.5,4.166666666666667,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,3.5,6.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.7409104422242665,-1.2590895577757335,1095.0,Duparchy Florent,G,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8524506309254027,1.8524506309254027
125,293,Baptiste Shandon,MD,2.0,3.0,5.11,0.0,5.15,14,0,17,0.66,0.0,0.61,0,0,0,0.29,0.0,0.24,447,0,509,31.93,0.0,29.94,0.0,0.0,0.0,1000.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.8187,279.0,5.0,5.0,50.91,8.0,0.0,0.0,5.5,3.5,4.0,0.0,3.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,5.0,5.0,6.0,5.5,0.0,6.0,5.5,4.5,5.0,5.5,5.0,5.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.5,1,2,2.0,0.0,202.0,Perisic Ivan,MO,13.0,14.0,4.83,5.5,5.17,27.0,2.0,38.0,1.0,0.71,1.11,1.0,1.0,4.0,0.67,0.5,0.76,1668.0,143.0,2554.0,61.78,71.5,67.21,1668.0,639.0,6.0,13.0,6.0,0.0,0.0,0.0,5.0,7.0,27.0,0.7344,1122.0,18.0,17.0,42.51,25.0,0.0,0.0,5.0,5.166666666666667,4.8125,5.0,6.0,0.0,4.5,0.0,4.5,3.5,5.0,5.5,4.5,7.0,3.0,4.5,4.0,5.5,6.0,4.5,4.0,5.5,5.0,3.0,5.5,3.0,5.0,5.0,5.0,6.0,6.0,4.5,7.0,6.5,6.0,6.5,6.0,6.5,7.0,4.5,6.0,3.0,8.0,15.098780026826827,2.0987800268268266,1105.0,Zinga Melvin,G,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8524506309254027,1.8524506309254027
126,294,Holgate Mason,DC,1.0,1.0,5.1,0.0,4.85,5,0,17,0.82,0.0,1.14,0,0,2,0.6,0.0,0.88,365,0,1442,73.0,0.0,84.82,0.0,721.0,5.5,1000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6904,216.0,6.0,4.0,63.33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,5.5,4.5,5.5,3.0,4.5,6.5,5.5,4.0,6.0,0.0,5.5,5.0,0,0,1.0,0.0,203.0,Enciso Julio,A,8.0,8.0,4.83,4.5,4.83,9.0,1.0,9.0,0.75,0.0,0.75,1.0,0.0,1.0,0.0,0.0,0.0,180.0,18.0,180.0,20.0,18.0,20.0,180.0,180.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7804,110.0,1.0,0.0,41.18,4.0,0.0,0.0,0.0,4.75,4.5,4.5,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,4.5,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.357002533770347,-2.6429974662296534,1112.0,Borne Théo,G,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8524506309254027,-0.14754936907459726
127,295,Mohamed Elneny,MD,1.0,6.0,5.1,0.0,5.54,5,0,12,0.55,0.0,0.78,0,0,0,0.2,0.0,0.67,111,0,741,22.2,0.0,61.75,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4795,64.0,0.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,5.0,5.5,5.5,6.5,0.0,0.0,0.0,0.0,0,0,1.0,0.0,208.0,Greenwood Sam,A,4.0,7.0,4.73,0.0,4.81,15.0,0.0,21.0,0.68,0.0,0.66,1.0,0.0,1.0,0.13,0.0,0.14,330.0,0.0,550.0,22.0,0.0,26.19,330.0,550.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.581,229.0,1.0,7.0,34.88,8.0,0.0,0.0,4.5,4.5,4.666666666666667,0.0,0.0,0.0,4.5,0.0,5.0,5.0,4.5,4.5,4.5,4.5,0.0,5.0,4.0,7.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5,0.0,4.5,0.0,0.0,4.5,0.0,4.5,5.0,4.5,0.0,4.5,4.5,0.0,6.0,0.0,5.5,1.0,6.0,5.801741459070908,1.8017414590709082,1341.0,Aceves Álvaro,G,7.0,7.0,6.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6623420495512224,-2.3376579504487776
128,296,Ritchie Matt,DL,6.0,6.0,5.1,0.0,5.07,5,0,7,0.22,0.0,0.19,0,0,0,0.0,0.0,0.0,33,0,50,6.6,0.0,7.14,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4762,31.0,1.0,1.0,75.0,0.0,0.0,0.0,0.0,5.0,5.166666666666667,0.0,5.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2,3,6.0,0.0,209.0,Adam Armstrong Adam,A,7.0,9.0,4.69,0.0,4.54,24.0,0.0,28.0,0.69,0.0,0.76,1.0,0.0,1.0,0.5,0.0,0.54,1112.0,0.0,1327.0,46.33,0.0,47.39,1112.0,1327.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,0.7608,425.0,4.0,7.0,28.57,14.0,0.0,0.0,3.5,4.25,4.428571428571429,0.0,0.0,4.5,4.0,4.0,4.5,0.0,4.5,4.5,5.0,5.0,4.0,4.5,4.0,5.0,0.0,5.0,5.0,4.5,3.5,5.0,5.0,0.0,4.5,7.0,5.0,5.0,5.5,4.0,4.0,0.0,3.0,0.0,0.0,0.0,3.5,0.0,0.0,2.0,7.0,5.741695930737485,-1.2583040692625147,1343.0,Masip Jordi,G,10.0,18.0,5.94,0.0,5.94,17.0,0.0,17.0,0.92,0.0,0.92,0.0,0.0,0.0,1.0,0.0,1.0,1518.0,0.0,1518.0,89.29,0.0,89.29,0.0,0.0,0.0,1000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,23.0,5.5,0.0,6.2,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,6.0,5.0,7.0,5.5,6.0,4.0,5.0,6.5,6.0,7.0,5.0,6.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.846309622410107,-0.1536903775898928
